,id,level_durability,red,orange,yellow,green,blue,white,purple
505,506,sharpness +5,60,50,80,110,0,0,0
506,507,base,110,20,20,150,50,0,0
506,507,sharpness +1,110,20,20,150,60,0,0
506,507,sharpness +2,110,20,20,150,70,0,0
506,507,sharpness +3,110,20,20,150,80,0,0
506,507,sharpness +4,110,20,20,150,90,0,0
506,507,sharpness +5,110,20,20,150,100,0,0
507,508,base,110,20,20,140,60,0,0
507,508,sharpness +1,110,20,20,140,70,0,0
507,508,sharpness +2,110,20,20,140,80,0,0
507,508,sharpness +3,110,20,20,140,90,0,0
507,508,sharpness +4,110,20,20,140,100,0,0
507,508,sharpness +5,110,20,20,140,110,0,0
508,509,base,150,110,40,0,0,0,0
508,509,sharpness +1,150,110,40,10,0,0,0
508,509,sharpness +2,150,110,40,20,0,0,0
508,509,sharpness +3,150,110,40,30,0,0,0
508,509,sharpness +4,150,110,40,40,0,0,0
508,509,sharpness +5,150,110,40,40,10,0,0
509,510,base,140,110,40,10,0,0,0
509,510,sharpness +1,140,110,40,20,0,0,0
509,510,sharpness +2,140,110,40,30,0,0,0
509,510,sharpness +3,140,110,40,40,0,0,0
509,510,sharpness +4,140,110,40,40,10,0,0
509,510,sharpness +5,140,110,40,40,20,0,0
510,511,base,110,60,80,80,20,0,0
510,511,sharpness +1,110,60,80,80,30,0,0
510,511,sharpness +2,110,60,80,80,40,0,0
510,511,sharpness +3,110,60,80,80,50,0,0
510,511,sharpness +4,110,60,80,80,50,10,0
510,511,sharpness +5,110,60,80,80,50,20,0
511,512,base,90,60,60,100,40,0,0
511,512,sharpness +1,90,60,60,100,50,0,0
511,512,sharpness +2,90,60,60,100,60,0,0
511,512,sharpness +3,90,60,60,100,60,10,0
511,512,sharpness +4,90,60,60,100,60,20,0
511,512,sharpness +5,90,60,60,100,60,30,0
512,513,base,130,30,60,80,40,10,0
512,513,sharpness +1,130,30,60,80,40,20,0
512,513,sharpness +2,130,30,60,80,40,30,0
512,513,sharpness +3,130,30,60,80,40,40,0
512,513,sharpness +4,130,30,60,80,40,50,0
512,513,sharpness +5,130,30,60,80,40,60,0
513,514,base,100,50,50,0,0,0,0
513,514,sharpness +1,100,50,60,0,0,0,0
513,514,sharpness +2,100,50,70,0,0,0,0
513,514,sharpness +3,100,50,80,0,0,0,0
513,514,sharpness +4,100,50,80,10,0,0,0
513,514,sharpness +5,100,50,80,20,0,0,0
514,515,base,80,70,30,20,0,0,0
514,515,sharpness +1,80,70,30,30,0,0,0
514,515,sharpness +2,80,70,30,40,0,0,0
514,515,sharpness +3,80,70,30,50,0,0,0
514,515,sharpness +4,80,70,30,60,0,0,0
514,515,sharpness +5,80,70,30,70,0,0,0
515,516,base,60,70,30,40,0,0,0
515,516,sharpness +1,60,70,30,50,0,0,0
515,516,sharpness +2,60,70,30,60,0,0,0
515,516,sharpness +3,60,70,30,70,0,0,0
515,516,sharpness +4,60,70,30,80,0,0,0
515,516,sharpness +5,60,70,30,90,0,0,0
516,517,base,80,50,80,40,0,0,0
516,517,sharpness +1,80,50,80,50,0,0,0
516,517,sharpness +2,80,50,80,60,0,0,0
516,517,sharpness +3,80,50,80,70,0,0,0
516,517,sharpness +4,80,50,80,80,0,0,0
516,517,sharpness +5,80,50,80,90,0,0,0
517,518,base,70,50,80,50,0,0,0
517,518,sharpness +1,70,50,80,60,0,0,0
517,518,sharpness +2,70,50,80,70,0,0,0
517,518,sharpness +3,70,50,80,80,0,0,0
517,518,sharpness +4,70,50,80,90,0,0,0
517,518,sharpness +5,70,50,80,100,0,0,0
518,519,base,90,50,50,80,30,0,0
518,519,sharpness +1,90,50,50,80,40,0,0
518,519,sharpness +2,90,50,50,80,50,0,0
518,519,sharpness +3,90,50,50,80,60,0,0
518,519,sharpness +4,90,50,50,80,70,0,0
518,519,sharpness +5,90,50,50,80,80,0,0
519,520,base,70,50,50,80,50,0,0
519,520,sharpness +1,70,50,50,80,60,0,0
519,520,sharpness +2,70,50,50,80,70,0,0
519,520,sharpness +3,70,50,50,80,80,0,0
519,520,sharpness +4,70,50,50,80,90,0,0
519,520,sharpness +5,70,50,50,80,100,0,0
520,521,base,60,60,20,150,60,0,0
520,521,sharpness +1,60,60,20,150,70,0,0
520,521,sharpness +2,60,60,20,150,80,0,0
520,521,sharpness +3,60,60,20,150,90,0,0
520,521,sharpness +4,60,60,20,150,90,10,0
520,521,sharpness +5,60,60,20,150,90,20,0
521,522,base,120,120,40,50,70,0,0
521,522,sharpness +1,120,120,40,50,70,0,0
521,522,sharpness +2,120,120,40,50,70,0,0
521,522,sharpness +3,120,120,40,50,70,0,0
521,522,sharpness +4,120,120,40,50,70,0,0
521,522,sharpness +5,120,120,40,50,70,0,0
522,523,base,110,120,40,50,80,0,0
522,523,sharpness +1,110,120,40,50,80,0,0
522,523,sharpness +2,110,120,40,50,80,0,0
522,523,sharpness +3,110,120,40,50,80,0,0
522,523,sharpness +4,110,120,40,50,80,0,0
522,523,sharpness +5,110,120,40,50,80,0,0
523,524,base,100,70,30,50,0,0,0
523,524,sharpness +1,100,70,30,60,0,0,0
523,524,sharpness +2,100,70,30,70,0,0,0
523,524,sharpness +3,100,70,30,80,0,0,0
523,524,sharpness +4,100,70,30,90,0,0,0
523,524,sharpness +5,100,70,30,100,0,0,0
524,525,base,110,100,40,40,10,0,0
524,525,sharpness +1,110,100,40,40,20,0,0
524,525,sharpness +2,110,100,40,40,30,0,0
524,525,sharpness +3,110,100,40,40,40,0,0
524,525,sharpness +4,110,100,40,40,50,0,0
524,525,sharpness +5,110,100,40,40,60,0,0
525,526,base,100,100,40,40,20,0,0
525,526,sharpness +1,100,100,40,40,30,0,0
525,526,sharpness +2,100,100,40,40,40,0,0
525,526,sharpness +3,100,100,40,40,50,0,0
525,526,sharpness +4,100,100,40,40,60,0,0
525,526,sharpness +5,100,100,40,40,70,0,0
526,527,base,130,30,60,80,40,10,0
526,527,sharpness +1,130,30,60,80,40,20,0
526,527,sharpness +2,130,30,60,80,40,30,0
526,527,sharpness +3,130,30,60,80,40,40,0
526,527,sharpness +4,130,30,60,80,40,50,0
526,527,sharpness +5,130,30,60,80,40,60,0
527,528,base,70,70,30,30,0,0,0
527,528,sharpness +1,70,70,30,40,0,0,0
527,528,sharpness +2,70,70,30,50,0,0,0
527,528,sharpness +3,70,70,30,60,0,0,0
527,528,sharpness +4,70,70,30,70,0,0,0
527,528,sharpness +5,70,70,30,80,0,0,0
528,529,base,80,50,80,40,0,0,0
528,529,sharpness +1,80,50,80,50,0,0,0
528,529,sharpness +2,80,50,80,60,0,0,0
528,529,sharpness +3,80,50,80,70,0,0,0
528,529,sharpness +4,80,50,80,80,0,0,0
528,529,sharpness +5,80,50,80,90,0,0,0
529,530,base,60,50,80,60,0,0,0
529,530,sharpness +1,60,50,80,70,0,0,0
529,530,sharpness +2,60,50,80,80,0,0,0
529,530,sharpness +3,60,50,80,90,0,0,0
529,530,sharpness +4,60,50,80,100,0,0,0
529,530,sharpness +5,60,50,80,110,0,0,0
530,531,base,110,50,50,80,10,0,0
530,531,sharpness +1,110,50,50,80,20,0,0
530,531,sharpness +2,110,50,50,80,30,0,0
530,531,sharpness +3,110,50,50,80,40,0,0
530,531,sharpness +4,110,50,50,80,50,0,0
530,531,sharpness +5,110,50,50,80,60,0,0
531,532,base,90,50,50,80,30,0,0
531,532,sharpness +1,90,50,50,80,40,0,0
531,532,sharpness +2,90,50,50,80,50,0,0
531,532,sharpness +3,90,50,50,80,60,0,0
531,532,sharpness +4,90,50,50,80,70,0,0
531,532,sharpness +5,90,50,50,80,80,0,0
532,533,base,90,60,60,100,40,0,0
532,533,sharpness +1,90,60,60,100,50,0,0
532,533,sharpness +2,90,60,60,100,60,0,0
532,533,sharpness +3,90,60,60,100,60,10,0
532,533,sharpness +4,90,60,60,100,60,20,0
532,533,sharpness +5,90,60,60,100,60,30,0
533,534,base,100,50,50,80,20,0,0
533,534,sharpness +1,100,50,50,80,30,0,0
533,534,sharpness +2,100,50,50,80,40,0,0
533,534,sharpness +3,100,50,50,80,50,0,0
533,534,sharpness +4,100,50,50,80,60,0,0
533,534,sharpness +5,100,50,50,80,70,0,0
534,535,base,90,60,80,80,40,0,0
534,535,sharpness +1,90,60,80,80,50,0,0
534,535,sharpness +2,90,60,80,80,60,0,0
534,535,sharpness +3,90,60,80,80,70,0,0
534,535,sharpness +4,90,60,80,80,70,10,0
534,535,sharpness +5,90,60,80,80,70,20,0
535,536,base,90,50,80,30,0,0,0
535,536,sharpness +1,90,50,80,40,0,0,0
535,536,sharpness +2,90,50,80,50,0,0,0
535,536,sharpness +3,90,50,80,60,0,0,0
535,536,sharpness +4,90,50,80,70,0,0,0
535,536,sharpness +5,90,50,80,80,0,0,0
536,537,base,80,50,80,40,0,0,0
536,537,sharpness +1,80,50,80,50,0,0,0
536,537,sharpness +2,80,50,80,60,0,0,0
536,537,sharpness +3,80,50,80,70,0,0,0
536,537,sharpness +4,80,50,80,80,0,0,0
536,537,sharpness +5,80,50,80,90,0,0,0
537,538,base,60,50,80,110,0,0,0
537,538,sharpness +1,60,50,80,120,0,0,0
537,538,sharpness +2,60,50,80,130,0,0,0
537,538,sharpness +3,60,50,80,140,0,0,0
537,538,sharpness +4,60,50,80,150,0,0,0
537,538,sharpness +5,60,50,80,150,10,0,0
538,539,base,110,50,50,80,10,0,0
538,539,sharpness +1,110,50,50,80,20,0,0
538,539,sharpness +2,110,50,50,80,30,0,0
538,539,sharpness +3,110,50,50,80,40,0,0
538,539,sharpness +4,110,50,50,80,50,0,0
538,539,sharpness +5,110,50,50,80,60,0,0
539,540,base,90,60,80,80,40,0,0
539,540,sharpness +1,90,60,80,80,50,0,0
539,540,sharpness +2,90,60,80,80,60,0,0
539,540,sharpness +3,90,60,80,80,70,0,0
539,540,sharpness +4,90,60,80,80,70,10,0
539,540,sharpness +5,90,60,80,80,70,20,0
540,541,base,60,70,30,40,0,0,0
540,541,sharpness +1,60,70,30,50,0,0,0
540,541,sharpness +2,60,70,30,60,0,0,0
540,541,sharpness +3,60,70,30,70,0,0,0
540,541,sharpness +4,60,70,30,80,0,0,0
540,541,sharpness +5,60,70,30,90,0,0,0
541,542,base,70,50,80,50,0,0,0
541,542,sharpness +1,70,50,80,60,0,0,0
541,542,sharpness +2,70,50,80,70,0,0,0
541,542,sharpness +3,70,50,80,80,0,0,0
541,542,sharpness +4,70,50,80,90,0,0,0
541,542,sharpness +5,70,50,80,100,0,0,0
542,543,base,60,50,80,60,0,0,0
542,543,sharpness +1,60,50,80,70,0,0,0
542,543,sharpness +2,60,50,80,80,0,0,0
542,543,sharpness +3,60,50,80,90,0,0,0
542,543,sharpness +4,60,50,80,100,0,0,0
542,543,sharpness +5,60,50,80,110,0,0,0
543,544,base,110,50,50,80,10,0,0
543,544,sharpness +1,110,50,50,80,20,0,0
543,544,sharpness +2,110,50,50,80,30,0,0
543,544,sharpness +3,110,50,50,80,40,0,0
543,544,sharpness +4,110,50,50,80,50,0,0
543,544,sharpness +5,110,50,50,80,60,0,0
544,545,base,100,50,50,80,20,0,0
544,545,sharpness +1,100,50,50,80,30,0,0
544,545,sharpness +2,100,50,50,80,40,0,0
544,545,sharpness +3,100,50,50,80,50,0,0
544,545,sharpness +4,100,50,50,80,60,0,0
544,545,sharpness +5,100,50,50,80,70,0,0
545,546,base,100,120,40,50,40,0,0
545,546,sharpness +1,100,120,40,50,50,0,0
545,546,sharpness +2,100,120,40,50,60,0,0
545,546,sharpness +3,100,120,40,50,70,0,0
545,546,sharpness +4,100,120,40,50,80,0,0
545,546,sharpness +5,100,120,40,50,90,0,0
546,547,base,50,50,80,70,0,0,0
546,547,sharpness +1,50,50,80,80,0,0,0
546,547,sharpness +2,50,50,80,90,0,0,0
546,547,sharpness +3,50,50,80,100,0,0,0
546,547,sharpness +4,50,50,80,110,0,0,0
546,547,sharpness +5,50,50,80,120,0,0,0
547,548,base,90,50,80,80,0,0,0
547,548,sharpness +1,90,50,80,90,0,0,0
547,548,sharpness +2,90,50,80,100,0,0,0
547,548,sharpness +3,90,50,80,100,10,0,0
547,548,sharpness +4,90,50,80,100,20,0,0
547,548,sharpness +5,90,50,80,100,30,0,0
548,549,base,110,50,50,80,10,0,0
548,549,sharpness +1,110,50,50,80,20,0,0
548,549,sharpness +2,110,50,50,80,30,0,0
548,549,sharpness +3,110,50,50,80,40,0,0
548,549,sharpness +4,110,50,50,80,50,0,0
548,549,sharpness +5,110,50,50,80,60,0,0
549,550,base,110,60,80,80,20,0,0
549,550,sharpness +1,110,60,80,80,30,0,0
549,550,sharpness +2,110,60,80,80,40,0,0
549,550,sharpness +3,110,60,80,80,50,0,0
549,550,sharpness +4,110,60,80,80,50,10,0
549,550,sharpness +5,110,60,80,80,50,20,0
550,551,base,90,60,60,100,40,0,0
550,551,sharpness +1,90,60,60,100,50,0,0
550,551,sharpness +2,90,60,60,100,60,0,0
550,551,sharpness +3,90,60,60,100,60,10,0
550,551,sharpness +4,90,60,60,100,60,20,0
550,551,sharpness +5,90,60,60,100,60,30,0
551,552,base,100,60,40,0,0,0,0
551,552,sharpness +1,100,60,50,0,0,0,0
551,552,sharpness +2,100,60,60,0,0,0,0
551,552,sharpness +3,100,60,70,0,0,0,0
551,552,sharpness +4,100,60,80,0,0,0,0
551,552,sharpness +5,100,60,80,10,0,0,0
552,553,base,90,50,60,0,0,0,0
552,553,sharpness +1,90,50,70,0,0,0,0
552,553,sharpness +2,90,50,80,0,0,0,0
552,553,sharpness +3,90,50,80,10,0,0,0
552,553,sharpness +4,90,50,80,20,0,0,0
552,553,sharpness +5,90,50,80,30,0,0,0
553,554,base,80,50,50,20,0,0,0
553,554,sharpness +1,80,50,50,30,0,0,0
553,554,sharpness +2,80,50,50,40,0,0,0
553,554,sharpness +3,80,50,50,50,0,0,0
553,554,sharpness +4,80,50,50,60,0,0,0
553,554,sharpness +5,80,50,50,70,0,0,0
554,555,base,120,70,30,30,0,0,0
554,555,sharpness +1,120,70,30,40,0,0,0
554,555,sharpness +2,120,70,30,50,0,0,0
554,555,sharpness +3,120,70,30,60,0,0,0
554,555,sharpness +4,120,70,30,70,0,0,0
554,555,sharpness +5,120,70,30,80,0,0,0
555,556,base,110,70,30,40,0,0,0
555,556,sharpness +1,110,70,30,50,0,0,0
555,556,sharpness +2,110,70,30,60,0,0,0
555,556,sharpness +3,110,70,30,70,0,0,0
555,556,sharpness +4,110,70,30,80,0,0,0
555,556,sharpness +5,110,70,30,90,0,0,0
556,557,base,140,70,30,60,0,0,0
556,557,sharpness +1,140,70,30,70,0,0,0
556,557,sharpness +2,140,70,30,80,0,0,0
556,557,sharpness +3,140,70,30,90,0,0,0
556,557,sharpness +4,140,70,30,100,0,0,0
556,557,sharpness +5,140,70,30,100,10,0,0
557,558,base,100,100,40,40,20,0,0
557,558,sharpness +1,100,100,40,40,30,0,0
557,558,sharpness +2,100,100,40,40,40,0,0
557,558,sharpness +3,100,100,40,40,50,0,0
557,558,sharpness +4,100,100,40,40,60,0,0
557,558,sharpness +5,100,100,40,40,70,0,0
558,559,base,100,120,40,50,40,0,0
558,559,sharpness +1,100,120,40,50,50,0,0
558,559,sharpness +2,100,120,40,50,60,0,0
558,559,sharpness +3,100,120,40,50,70,0,0
558,559,sharpness +4,100,120,40,50,80,0,0
558,559,sharpness +5,100,120,40,50,90,0,0
559,560,base,140,110,40,40,20,0,0
559,560,sharpness +1,140,110,40,40,30,0,0
559,560,sharpness +2,140,110,40,40,40,0,0
559,560,sharpness +3,140,110,40,40,50,0,0
559,560,sharpness +4,140,110,40,40,50,10,0
559,560,sharpness +5,140,110,40,40,50,20,0
560,561,base,200,70,20,20,40,0,0
560,561,sharpness +1,200,70,20,20,50,0,0
560,561,sharpness +2,200,70,20,20,50,10,0
560,561,sharpness +3,200,70,20,20,50,20,0
560,561,sharpness +4,200,70,20,20,50,30,0
560,561,sharpness +5,200,70,20,20,50,40,0
561,562,base,110,70,30,40,0,0,0
561,562,sharpness +1,110,70,30,50,0,0,0
561,562,sharpness +2,110,70,30,60,0,0,0
561,562,sharpness +3,110,70,30,70,0,0,0
561,562,sharpness +4,110,70,30,80,0,0,0
561,562,sharpness +5,110,70,30,90,0,0,0
562,563,base,100,70,30,50,0,0,0
562,563,sharpness +1,100,70,30,60,0,0,0
562,563,sharpness +2,100,70,30,70,0,0,0
562,563,sharpness +3,100,70,30,80,0,0,0
562,563,sharpness +4,100,70,30,90,0,0,0
562,563,sharpness +5,100,70,30,100,0,0,0
563,564,base,100,100,40,40,20,0,0
563,564,sharpness +1,100,100,40,40,30,0,0
563,564,sharpness +2,100,100,40,40,40,0,0
563,564,sharpness +3,100,100,40,40,50,0,0
563,564,sharpness +4,100,100,40,40,60,0,0
563,564,sharpness +5,100,100,40,40,70,0,0
564,565,base,90,100,40,40,30,0,0
564,565,sharpness +1,90,100,40,40,40,0,0
564,565,sharpness +2,90,100,40,40,50,0,0
564,565,sharpness +3,90,100,40,40,60,0,0
564,565,sharpness +4,90,100,40,40,70,0,0
564,565,sharpness +5,90,100,40,40,80,0,0
565,566,base,110,30,60,80,40,30,0
565,566,sharpness +1,110,30,60,80,40,40,0
565,566,sharpness +2,110,30,60,80,40,50,0
565,566,sharpness +3,110,30,60,80,40,60,0
565,566,sharpness +4,110,30,60,80,40,70,0
565,566,sharpness +5,110,30,60,80,40,80,0
566,567,base,70,50,50,30,0,0,0
566,567,sharpness +1,70,50,50,40,0,0,0
566,567,sharpness +2,70,50,50,50,0,0,0
566,567,sharpness +3,70,50,50,60,0,0,0
566,567,sharpness +4,70,50,50,70,0,0,0
566,567,sharpness +5,70,50,50,80,0,0,0
567,568,base,110,70,30,40,0,0,0
567,568,sharpness +1,110,70,30,50,0,0,0
567,568,sharpness +2,110,70,30,60,0,0,0
567,568,sharpness +3,110,70,30,70,0,0,0
567,568,sharpness +4,110,70,30,80,0,0,0
567,568,sharpness +5,110,70,30,90,0,0,0
568,569,base,100,70,30,50,0,0,0
568,569,sharpness +1,100,70,30,60,0,0,0
568,569,sharpness +2,100,70,30,70,0,0,0
568,569,sharpness +3,100,70,30,80,0,0,0
568,569,sharpness +4,100,70,30,90,0,0,0
568,569,sharpness +5,100,70,30,100,0,0,0
569,570,base,130,70,30,70,0,0,0
569,570,sharpness +1,130,70,30,80,0,0,0
569,570,sharpness +2,130,70,30,90,0,0,0
569,570,sharpness +3,130,70,30,100,0,0,0
569,570,sharpness +4,130,70,30,100,10,0,0
569,570,sharpness +5,130,70,30,100,20,0,0
570,571,base,110,70,30,90,0,0,0
570,571,sharpness +1,110,70,30,100,0,0,0
570,571,sharpness +2,110,70,30,100,10,0,0
570,571,sharpness +3,110,70,30,100,20,0,0
570,571,sharpness +4,110,70,30,100,30,0,0
570,571,sharpness +5,110,70,30,100,40,0,0
571,572,base,100,120,40,50,40,0,0
571,572,sharpness +1,100,120,40,50,50,0,0
571,572,sharpness +2,100,120,40,50,60,0,0
571,572,sharpness +3,100,120,40,50,70,0,0
571,572,sharpness +4,100,120,40,50,80,0,0
571,572,sharpness +5,100,120,40,50,90,0,0
572,573,base,90,70,30,60,0,0,0
572,573,sharpness +1,90,70,30,70,0,0,0
572,573,sharpness +2,90,70,30,80,0,0,0
572,573,sharpness +3,90,70,30,90,0,0,0
572,573,sharpness +4,90,70,30,100,0,0,0
572,573,sharpness +5,90,70,30,110,0,0,0
573,574,base,100,100,40,40,20,0,0
573,574,sharpness +1,100,100,40,40,30,0,0
573,574,sharpness +2,100,100,40,40,40,0,0
573,574,sharpness +3,100,100,40,40,50,0,0
573,574,sharpness +4,100,100,40,40,60,0,0
573,574,sharpness +5,100,100,40,40,70,0,0
574,575,base,80,100,40,40,40,0,0
574,575,sharpness +1,80,100,40,40,50,0,0
574,575,sharpness +2,80,100,40,40,60,0,0
574,575,sharpness +3,80,100,40,40,70,0,0
574,575,sharpness +4,80,100,40,40,80,0,0
574,575,sharpness +5,80,100,40,40,90,0,0
575,576,base,170,100,30,30,40,30,0
575,576,sharpness +1,170,100,30,30,40,30,0
575,576,sharpness +2,170,100,30,30,40,30,0
575,576,sharpness +3,170,100,30,30,40,30,0
575,576,sharpness +4,170,100,30,30,40,30,0
575,576,sharpness +5,170,100,30,30,40,30,0
576,577,base,80,50,50,20,0,0,0
576,577,sharpness +1,80,50,50,30,0,0,0
576,577,sharpness +2,80,50,50,40,0,0,0
576,577,sharpness +3,80,50,50,50,0,0,0
576,577,sharpness +4,80,50,50,60,0,0,0
576,577,sharpness +5,80,50,50,70,0,0,0
577,578,base,120,70,30,30,0,0,0
577,578,sharpness +1,120,70,30,40,0,0,0
577,578,sharpness +2,120,70,30,50,0,0,0
577,578,sharpness +3,120,70,30,60,0,0,0
577,578,sharpness +4,120,70,30,70,0,0,0
577,578,sharpness +5,120,70,30,80,0,0,0
578,579,base,110,70,30,40,0,0,0
578,579,sharpness +1,110,70,30,50,0,0,0
578,579,sharpness +2,110,70,30,60,0,0,0
578,579,sharpness +3,110,70,30,70,0,0,0
578,579,sharpness +4,110,70,30,80,0,0,0
578,579,sharpness +5,110,70,30,90,0,0,0
579,580,base,140,70,30,60,0,0,0
579,580,sharpness +1,140,70,30,70,0,0,0
579,580,sharpness +2,140,70,30,80,0,0,0
579,580,sharpness +3,140,70,30,90,0,0,0
579,580,sharpness +4,140,70,30,100,0,0,0
579,580,sharpness +5,140,70,30,100,10,0,0
580,581,base,100,100,40,40,20,0,0
580,581,sharpness +1,100,100,40,40,30,0,0
580,581,sharpness +2,100,100,40,40,40,0,0
580,581,sharpness +3,100,100,40,40,50,0,0
580,581,sharpness +4,100,100,40,40,60,0,0
580,581,sharpness +5,100,100,40,40,70,0,0
581,582,base,110,120,40,50,30,0,0
581,582,sharpness +1,110,120,40,50,40,0,0
581,582,sharpness +2,110,120,40,50,50,0,0
581,582,sharpness +3,110,120,40,50,60,0,0
581,582,sharpness +4,110,120,40,50,70,0,0
581,582,sharpness +5,110,120,40,50,80,0,0
582,583,base,110,70,30,40,0,0,0
582,583,sharpness +1,110,70,30,50,0,0,0
582,583,sharpness +2,110,70,30,60,0,0,0
582,583,sharpness +3,110,70,30,70,0,0,0
582,583,sharpness +4,110,70,30,80,0,0,0
582,583,sharpness +5,110,70,30,90,0,0,0
583,584,base,70,70,30,80,0,0,0
583,584,sharpness +1,70,70,30,90,0,0,0
583,584,sharpness +2,70,70,30,100,0,0,0
583,584,sharpness +3,70,70,30,110,0,0,0
583,584,sharpness +4,70,70,30,120,0,0,0
583,584,sharpness +5,70,70,30,130,0,0,0
584,585,base,120,110,40,40,40,0,0
584,585,sharpness +1,120,110,40,40,50,0,0
584,585,sharpness +2,120,110,40,40,60,0,0
584,585,sharpness +3,120,110,40,40,70,0,0
584,585,sharpness +4,120,110,40,40,70,10,0
584,585,sharpness +5,120,110,40,40,70,20,0
585,586,base,110,100,40,40,10,0,0
585,586,sharpness +1,110,100,40,40,20,0,0
585,586,sharpness +2,110,100,40,40,30,0,0
585,586,sharpness +3,110,100,40,40,40,0,0
585,586,sharpness +4,110,100,40,40,50,0,0
585,586,sharpness +5,110,100,40,40,60,0,0
586,587,base,70,120,80,60,20,0,0
586,587,sharpness +1,70,120,80,60,20,10,0
586,587,sharpness +2,70,120,80,60,20,20,0
586,587,sharpness +3,70,120,80,60,20,30,0
586,587,sharpness +4,70,120,80,60,20,40,0
586,587,sharpness +5,70,120,80,60,20,50,0
587,588,base,60,50,80,60,0,0,0
587,588,sharpness +1,60,50,80,70,0,0,0
587,588,sharpness +2,60,50,80,80,0,0,0
587,588,sharpness +3,60,50,80,90,0,0,0
587,588,sharpness +4,60,50,80,100,0,0,0
587,588,sharpness +5,60,50,80,110,0,0,0
588,589,base,110,20,20,150,50,0,0
588,589,sharpness +1,110,20,20,150,60,0,0
588,589,sharpness +2,110,20,20,150,70,0,0
588,589,sharpness +3,110,20,20,150,80,0,0
588,589,sharpness +4,110,20,20,150,90,0,0
588,589,sharpness +5,110,20,20,150,100,0,0
589,590,base,110,20,20,140,60,0,0
589,590,sharpness +1,110,20,20,140,70,0,0
589,590,sharpness +2,110,20,20,140,80,0,0
589,590,sharpness +3,110,20,20,140,90,0,0
589,590,sharpness +4,110,20,20,140,100,0,0
589,590,sharpness +5,110,20,20,140,110,0,0
590,591,base,150,110,40,0,0,0,0
590,591,sharpness +1,150,110,40,10,0,0,0
590,591,sharpness +2,150,110,40,20,0,0,0
590,591,sharpness +3,150,110,40,30,0,0,0
590,591,sharpness +4,150,110,40,40,0,0,0
590,591,sharpness +5,150,110,40,40,10,0,0
591,592,base,140,110,40,10,0,0,0
591,592,sharpness +1,140,110,40,20,0,0,0
591,592,sharpness +2,140,110,40,30,0,0,0
591,592,sharpness +3,140,110,40,40,0,0,0
591,592,sharpness +4,140,110,40,40,10,0,0
591,592,sharpness +5,140,110,40,40,20,0,0
592,593,base,110,60,80,80,20,0,0
592,593,sharpness +1,110,60,80,80,30,0,0
592,593,sharpness +2,110,60,80,80,40,0,0
592,593,sharpness +3,110,60,80,80,50,0,0
592,593,sharpness +4,110,60,80,80,50,10,0
592,593,sharpness +5,110,60,80,80,50,20,0
593,594,base,90,60,80,80,40,0,0
593,594,sharpness +1,90,60,80,80,50,0,0
593,594,sharpness +2,90,60,80,80,60,0,0
593,594,sharpness +3,90,60,80,80,70,0,0
593,594,sharpness +4,90,60,80,80,70,10,0
593,594,sharpness +5,90,60,80,80,70,20,0
594,595,base,130,30,60,80,40,10,0
594,595,sharpness +1,130,30,60,80,40,20,0
594,595,sharpness +2,130,30,60,80,40,30,0
594,595,sharpness +3,130,30,60,80,40,40,0
594,595,sharpness +4,130,30,60,80,40,50,0
594,595,sharpness +5,130,30,60,80,40,60,0
595,596,base,120,120,40,50,20,0,0
595,596,sharpness +1,120,120,40,50,30,0,0
595,596,sharpness +2,120,120,40,50,40,0,0
595,596,sharpness +3,120,120,40,50,50,0,0
595,596,sharpness +4,120,120,40,50,60,0,0
595,596,sharpness +5,120,120,40,50,70,0,0
596,597,base,110,120,40,50,30,0,0
596,597,sharpness +1,110,120,40,50,40,0,0
596,597,sharpness +2,110,120,40,50,50,0,0
596,597,sharpness +3,110,120,40,50,60,0,0
596,597,sharpness +4,110,120,40,50,70,0,0
596,597,sharpness +5,110,120,40,50,80,0,0
597,598,base,100,50,50,0,0,0,0
597,598,sharpness +1,100,50,60,0,0,0,0
597,598,sharpness +2,100,50,70,0,0,0,0
597,598,sharpness +3,100,50,80,0,0,0,0
597,598,sharpness +4,100,50,80,10,0,0,0
597,598,sharpness +5,100,50,80,20,0,0,0
598,599,base,70,70,30,30,0,0,0
598,599,sharpness +1,70,70,30,40,0,0,0
598,599,sharpness +2,70,70,30,50,0,0,0
598,599,sharpness +3,70,70,30,60,0,0,0
598,599,sharpness +4,70,70,30,70,0,0,0
598,599,sharpness +5,70,70,30,80,0,0,0
599,600,base,60,70,30,40,0,0,0
599,600,sharpness +1,60,70,30,50,0,0,0
599,600,sharpness +2,60,70,30,60,0,0,0
599,600,sharpness +3,60,70,30,70,0,0,0
599,600,sharpness +4,60,70,30,80,0,0,0
599,600,sharpness +5,60,70,30,90,0,0,0
600,601,base,80,50,80,40,0,0,0
600,601,sharpness +1,80,50,80,50,0,0,0
600,601,sharpness +2,80,50,80,60,0,0,0
600,601,sharpness +3,80,50,80,70,0,0,0
600,601,sharpness +4,80,50,80,80,0,0,0
600,601,sharpness +5,80,50,80,90,0,0,0
601,602,base,70,50,80,50,0,0,0
601,602,sharpness +1,70,50,80,60,0,0,0
601,602,sharpness +2,70,50,80,70,0,0,0
601,602,sharpness +3,70,50,80,80,0,0,0
601,602,sharpness +4,70,50,80,90,0,0,0
601,602,sharpness +5,70,50,80,100,0,0,0
602,603,base,90,50,50,80,30,0,0
