,id,name,type,damage_type,attack,raw,affinity,total_slots,base_durability,max_durability,elements,element_damage,element_hidden
598,599,Iron Gunlance 2,gunlance,sever,207,90,0,0,200.0,250.0,None,0,No
599,600,Iron Gunlance 3,gunlance,sever,230,100,0,0,200.0,250.0,None,0,No
600,601,Steel Gunlance 1,gunlance,sever,253,110,0,0,250.0,300.0,None,0,No
601,602,Steel Gunlance 2,gunlance,sever,299,130,0,0,250.0,300.0,None,0,No
602,603,Steel Gunlance 3,gunlance,sever,322,140,0,1,300.0,350.0,blast,210,Yes
603,604,Chrome Gunlance 1,gunlance,sever,368,160,0,1,300.0,350.0,blast,240,Yes
604,605,Chrome Gunlance 2,gunlance,sever,414,180,0,2,350.0,400.0,blast,270,Yes
605,606,Nergal Ram,gunlance,sever,460,200,0,1,400.0,400.0,dragon,120,No
606,607,Eradication Flame,gunlance,sever,483,210,0,1,400.0,400.0,dragon,150,No
607,608,Pulsar Gunlance 1,gunlance,sever,230,100,10,0,200.0,250.0,thunder,120,No
608,609,Pulsar Gunlance 2,gunlance,sever,253,110,10,0,250.0,300.0,thunder,150,No
609,610,Pulsar Gunlance 3,gunlance,sever,299,130,10,0,250.0,300.0,thunder,180,No
610,611,Kadachi Striker,gunlance,sever,345,150,20,1,300.0,350.0,thunder,210,No
611,612,Kadachi Striker+,gunlance,sever,391,170,20,1,300.0,350.0,thunder,240,No
612,613,Mythic Kadachi Striker,gunlance,sever,414,180,20,1,350.0,400.0,thunder,270,No
613,614,Rath Gunlance 1,gunlance,sever,276,120,15,0,250.0,300.0,fire,120,No
614,615,Rath Gunlance 2,gunlance,sever,322,140,15,1,300.0,350.0,fire,150,No
615,616,Red Rook,gunlance,sever,345,150,20,1,300.0,350.0,fire,180,No
616,617,Blue Rook,gunlance,sever,414,180,20,1,350.0,400.0,fire,210,No
617,618,Blue Chariot,gunlance,sever,437,190,20,1,350.0,400.0,fire,240,No
618,619,Princess Panoply,gunlance,sever,276,120,10,0,250.0,300.0,poison,240,No
619,620,Princess Panoply+,gunlance,sever,345,150,10,1,300.0,350.0,poison,270,No
620,621,Rose Burst,gunlance,sever,391,170,15,1,300.0,350.0,poison,300,No
621,622,Royal Burst,gunlance,sever,437,190,15,1,350.0,400.0,poison,330,No
622,623,Madness Gunlance 1,gunlance,sever,253,110,0,0,200.0,250.0,water,210,No
623,624,Madness Gunlance 2,gunlance,sever,276,120,0,0,250.0,300.0,water,240,No
624,625,Madness Gunlance 3,gunlance,sever,299,130,0,0,250.0,300.0,water,270,No
625,626,Jyura Buster 1,gunlance,sever,345,150,0,1,300.0,350.0,water,300,No
626,627,Jyura Buster 2,gunlance,sever,368,160,0,1,300.0,350.0,water,330,No
627,628,Jyura Buster 3,gunlance,sever,437,190,0,1,350.0,400.0,water,360,No
628,629,Glacial Gunlance 1,gunlance,sever,299,130,0,0,250.0,300.0,ice,180,No
629,630,Glacial Gunlance 2,gunlance,sever,322,140,0,0,300.0,350.0,ice,240,No
630,631,Legiana Cannon 1,gunlance,sever,345,150,0,0,300.0,350.0,ice,300,No
631,632,Legiana Cannon 2,gunlance,sever,368,160,0,0,350.0,400.0,ice,360,No
632,633,Bone Gunlance 1,gunlance,sever,207,90,0,0,200.0,250.0,None,0,No
633,634,Bone Gunlance 2,gunlance,sever,230,100,0,0,200.0,250.0,None,0,No
634,635,Bone Gunlance 3,gunlance,sever,253,110,0,0,200.0,250.0,None,0,No
635,636,Bone Cannon 1,gunlance,sever,276,120,0,0,250.0,300.0,None,0,No
636,637,Bone Cannon 2,gunlance,sever,322,140,0,0,250.0,300.0,None,0,No
637,638,Bone Cannon 3,gunlance,sever,368,160,0,1,300.0,350.0,thunder,210,Yes
638,639,Great Bone Gunlance 1,gunlance,sever,391,170,0,1,300.0,350.0,thunder,240,Yes
639,640,Great Bone Gunlance 2,gunlance,sever,437,190,0,1,350.0,400.0,thunder,270,Yes
640,641,Bazel Buster 1,gunlance,sever,437,190,0,1,300.0,350.0,blast,180,No
641,642,Bazel Buster 2,gunlance,sever,460,200,0,1,350.0,400.0,blast,210,No
642,643,Jagras Gunlance 1,gunlance,sever,253,110,0,0,200.0,250.0,None,0,No
643,644,Jagras Gunlance 2,gunlance,sever,276,120,0,0,250.0,300.0,None,0,No
644,645,Jagras Gunlance 3,gunlance,sever,322,140,0,0,250.0,300.0,None,0,No
645,646,Glutton Gunlance 1,gunlance,sever,345,150,0,2,300.0,350.0,sleep,240,Yes
646,647,Glutton Gunlance 2,gunlance,sever,437,190,0,2,300.0,350.0,sleep,270,Yes
647,648,Glutton Gunlance 3,gunlance,sever,437,190,0,2,350.0,400.0,sleep,300,Yes
648,649,Girros Gunlance 1,gunlance,sever,276,120,0,0,250.0,300.0,paralysis,210,No
649,650,Girros Gunlance 2,gunlance,sever,299,130,0,0,250.0,300.0,paralysis,270,No
650,651,Deathfang Gunlance 1,gunlance,sever,322,140,10,0,300.0,350.0,paralysis,330,No
651,652,Deathfang Gunlance 2,gunlance,sever,345,150,10,0,300.0,350.0,paralysis,390,No
652,653,Deathfang Gunlance 3,gunlance,sever,368,160,10,0,350.0,400.0,paralysis,450,No
653,654,Hazak Spysa 1,gunlance,sever,437,190,0,1,350.0,400.0,dragon,240,No
654,655,Hazak Spysa 2,gunlance,sever,460,200,0,1,350.0,400.0,dragon,270,No
655,656,Carapace Cannon 1,gunlance,sever,276,120,0,0,200.0,250.0,None,0,No
656,657,Carapace Cannon 2,gunlance,sever,299,130,0,0,250.0,300.0,None,0,No
657,658,Carapace Cannon 3,gunlance,sever,345,150,0,0,250.0,300.0,None,0,No
658,659,Barroth Blaster 1,gunlance,sever,391,170,0,0,300.0,350.0,paralysis,270,Yes
659,660,Barroth Blaster 2,gunlance,sever,437,190,0,0,300.0,350.0,paralysis,330,Yes
660,661,Barroth Blaster 3,gunlance,sever,460,200,0,0,350.0,400.0,paralysis,390,Yes
661,662,Blazing Gunlance 1,gunlance,sever,299,130,0,0,250.0,300.0,fire,210,No
662,663,Blazing Gunlance 2,gunlance,sever,322,140,0,0,250.0,300.0,fire,240,No
663,664,Anja Cannon 1,gunlance,sever,368,160,0,0,300.0,350.0,fire,270,No
664,665,Anja Cannon 2,gunlance,sever,414,180,0,0,300.0,350.0,fire,330,No
665,666,Anja Cannon 3,gunlance,sever,483,210,0,0,350.0,400.0,fire,450,No
666,667,Dragonbone Gunlance 1,gunlance,sever,230,100,0,0,250.0,300.0,dragon,360,No
667,668,Dragonbone Gunlance 2,gunlance,sever,253,110,0,0,250.0,300.0,dragon,390,No
668,669,Dragonbone Gunlance 3,gunlance,sever,368,160,0,2,350.0,400.0,dragon,420,No
669,670,Magda Lahat,gunlance,sever,368,160,0,0,300.0,350.0,blast,330,No
670,671,Earthshaker Magda Lahat,gunlance,sever,460,200,0,0,350.0,400.0,blast,420,No
671,672,Blacksteel Gunlance 1,gunlance,sever,230,100,0,0,300.0,350.0,dragon,120,No
672,673,Blacksteel Gunlance 2,gunlance,,253,110,0,0,300.0,350.0,dragon,150,No
673,674,Icesteel Gunlance,gunlance,sever,391,170,10,1,350.0,400.0,ice,210,No
674,675,Daora's Brigia,gunlance,sever,414,180,10,1,350.0,400.0,ice,240,No
675,676,Xeno Hemta,gunlance,sever,391,170,0,2,350.0,400.0,dragon,180,No
676,677,Proto Iron Axe 1,switch-axe,sever,280,80,0,0,200.0,250.0,None,0,No
677,678,Proto Iron Axe 2,switch-axe,sever,315,90,0,0,200.0,250.0,None,0,No
678,679,Proto Iron Axe 3,switch-axe,sever,350,100,0,0,200.0,250.0,None,0,No
679,680,Improved Steel Axe 1,switch-axe,sever,385,110,0,0,250.0,300.0,None,0,No
680,681,Improved Steel Axe 2,switch-axe,sever,455,130,0,0,250.0,300.0,None,0,No
681,682,Improved Steel Axe 3,switch-axe,sever,490,140,0,1,300.0,350.0,poison,300,Yes
682,683,Perfected Alloy Axe 1,switch-axe,sever,560,160,0,1,300.0,350.0,poison,360,Yes
683,684,Perfected Alloy Axe 2,switch-axe,sever,630,180,0,2,350.0,400.0,poison,420,Yes
684,685,Nergal Gash,switch-axe,sever,665,190,0,1,400.0,400.0,dragon,120,No
685,686,Dying Light,switch-axe,sever,700,200,0,1,400.0,400.0,dragon,150,No
686,687,Glacial Axe 1,switch-axe,sever,455,130,0,0,250.0,300.0,ice,210,No
687,688,Glacial Axe 2,switch-axe,sever,490,140,0,0,300.0,350.0,ice,240,No
688,689,Frostreaver,switch-axe,sever,560,160,0,0,300.0,350.0,ice,300,No
689,690,Legia Frostreaver,switch-axe,,560,160,0,0,350.0,400.0,ice,300,No
690,691,Thunder Axe 1,switch-axe,sever,420,120,0,0,250.0,300.0,thunder,90,No
691,692,Thunder Axe 2,switch-axe,sever,490,140,0,0,250.0,300.0,thunder,90,No
692,693,Lightning Chopper 1,switch-axe,sever,560,160,0,1,300.0,350.0,thunder,120,No
693,694,Lightning Chopper 2,switch-axe,sever,595,170,0,1,300.0,350.0,thunder,150,No
694,695,Lightning Chopper 3,switch-axe,sever,630,180,0,1,350.0,400.0,thunder,180,No
695,696,Motor Chopper 1,switch-axe,sever,630,180,0,1,300.0,350.0,fire,120,No
696,697,Motor Chopper 2,switch-axe,sever,735,210,0,1,350.0,400.0,fire,120,No
697,698,Jagras Axe 1,switch-axe,sever,385,110,0,0,200.0,250.0,None,0,No
698,699,Jagras Axe 2,switch-axe,sever,420,120,0,0,250.0,300.0,None,0,No
699,700,Jagras Axe 3,switch-axe,sever,490,140,0,0,250.0,300.0,None,0,No
700,701,Jagras Raider 1,switch-axe,sever,560,160,0,1,300.0,350.0,sleep,180,Yes
701,702,Jagras Raider 2,switch-axe,sever,630,180,0,2,300.0,350.0,sleep,210,Yes
702,703,Jagras Raider 3,switch-axe,sever,665,190,0,2,350.0,400.0,sleep,240,Yes
703,704,Bazel Raider 1,switch-axe,sever,665,190,0,1,300.0,350.0,blast,150,No
704,705,Bazel Raider 2,switch-axe,sever,700,200,0,1,350.0,400.0,blast,180,No
705,706,Rathalos Axe 1,switch-axe,sever,455,130,10,0,250.0,300.0,fire,120,No
706,707,Rathalos Axe 2,switch-axe,sever,490,140,10,1,300.0,350.0,fire,120,No
707,708,Rathbringer Axe 1,switch-axe,sever,560,160,15,1,300.0,350.0,fire,150,No
708,709,Rathbringer Axe 2,switch-axe,sever,665,190,15,1,350.0,400.0,fire,150,No
709,710,Bone Axe 1,switch-axe,sever,315,90,0,0,200.0,250.0,None,0,No
710,711,Bone Axe 2,switch-axe,sever,350,100,0,0,200.0,250.0,None,0,No
711,712,Bone Axe 3,switch-axe,sever,385,110,0,0,200.0,250.0,None,0,No
712,713,Bone Smasher 1,switch-axe,sever,490,140,0,0,250.0,300.0,None,0,No
713,714,Bone Smasher 2,switch-axe,sever,525,150,0,0,250.0,300.0,None,0,No
714,715,Bone Smasher 3,switch-axe,sever,560,160,0,1,300.0,350.0,None,0,No
715,716,Power Smasher 1,switch-axe,sever,595,170,0,1,300.0,350.0,None,0,No
716,717,Power Smasher 2,switch-axe,sever,665,190,10,1,350.0,400.0,None,0,No
717,718,Hazak Demios 1,switch-axe,sever,665,190,0,1,350.0,400.0,dragon,180,No
718,719,Hazak Demios 2,switch-axe,,700,200,0,1,350.0,400.0,dragon,210,No
719,720,Madness Axe 1,switch-axe,sever,385,110,0,0,200.0,250.0,water,150,No
720,721,Madness Axe 2,switch-axe,sever,420,120,0,0,250.0,300.0,water,180,No
721,722,Madness Axe 3,switch-axe,sever,490,140,0,0,250.0,300.0,water,210,No
722,723,Jyura Drought 1,switch-axe,sever,560,160,0,1,300.0,350.0,water,240,No
723,724,Jyura Drought 2,switch-axe,sever,630,180,0,1,300.0,350.0,water,270,No
724,725,Jyura Drought 3,switch-axe,sever,665,190,0,1,350.0,400.0,water,300,No
725,726,Lumu Axe 1,switch-axe,sever,420,120,10,0,250.0,300.0,None,0,No
726,727,Lumu Axe 2,switch-axe,sever,490,140,10,0,250.0,300.0,None,0,No
727,728,Lumu Smasher 1,switch-axe,sever,525,150,20,1,300.0,350.0,blast,360,Yes
728,729,Lumu Smasher 2,switch-axe,sever,560,160,20,1,300.0,350.0,blast,390,Yes
729,730,Lumu Smasher 3,switch-axe,sever,595,170,20,1,350.0,400.0,blast,420,Yes
730,731,Carapace Axe 1,switch-axe,sever,420,120,0,0,200.0,250.0,None,0,No
731,732,Carapace Axe 2,switch-axe,sever,490,140,0,0,250.0,300.0,None,0,No
732,733,Carapace Axe 3,switch-axe,sever,560,160,0,0,250.0,300.0,None,0,No
733,734,Barroth Grinder 1,switch-axe,sever,595,170,0,1,300.0,350.0,paralysis,240,Yes
734,735,Barroth Grinder 2,switch-axe,sever,665,190,0,2,300.0,350.0,paralysis,270,Yes
735,736,Barroth Grinder 3,switch-axe,sever,735,210,0,2,350.0,400.0,paralysis,300,Yes
736,737,Diablos Axe 1,switch-axe,sever,595,170,0,0,250.0,300.0,None,0,No
737,738,Diablos Axe 2,switch-axe,sever,630,180,0,1,300.0,350.0,ice,90,Yes
738,739,Axe Semper Tyrannis,switch-axe,sever,735,210,0,1,300.0,350.0,ice,120,Yes
739,740,Axe of Thanatos,switch-axe,sever,770,220,0,1,350.0,400.0,ice,150,Yes
740,741,Axe of Demons,switch-axe,sever,805,230,0,1,350.0,400.0,ice,180,Yes
741,742,Flammenbeil,switch-axe,sever,455,130,0,0,250.0,300.0,fire,180,No
742,743,Flammenbeil+,switch-axe,sever,560,160,0,0,300.0,350.0,fire,240,No
743,744,Gnashing Flammenbeil,switch-axe,sever,735,210,0,0,350.0,400.0,fire,300,No
744,745,Dragonbone Slicer 1,switch-axe,sever,350,100,0,0,250.0,300.0,dragon,210,No
745,746,Dragonbone Slicer 2,switch-axe,sever,385,110,0,0,250.0,300.0,dragon,270,No
746,747,Dragonbone Slicer 3,switch-axe,sever,560,160,0,2,350.0,400.0,dragon,330,No
747,748,Peal,switch-axe,sever,385,110,0,0,250.0,300.0,thunder,360,No
748,749,Peal+,switch-axe,sever,490,140,0,0,350.0,400.0,thunder,390,No
749,750,Kirin Thunderpeal,switch-axe,sever,560,160,0,0,350.0,400.0,thunder,420,No
750,751,Blacksteel Switch Axe 1,switch-axe,sever,350,100,15,0,300.0,350.0,dragon,120,No
751,752,Blacksteel Switch Axe 2,switch-axe,sever,385,110,15,0,300.0,350.0,dragon,150,No
752,753,Teostra's Arx,switch-axe,sever,630,180,0,0,350.0,400.0,blast,300,No
753,754,Teostra's Castle,switch-axe,sever,665,190,0,0,350.0,400.0,blast,300,No
754,755,Xeno Martshu,switch-axe,sever,595,170,15,2,350.0,400.0,dragon,150,No
755,756,Proto Commission Axe 1,charge-blade,sever,288,80,0,0,200.0,250.0,None,0,No
756,757,Proto Commission Axe 2,charge-blade,sever,324,90,0,0,200.0,250.0,None,0,No
757,758,Proto Commission Axe 3,charge-blade,sever,360,100,0,0,200.0,250.0,None,0,No
758,759,Elite Commission Axe 1,charge-blade,sever,396,110,0,0,250.0,300.0,None,0,No
759,760,Elite Commission Axe 2,charge-blade,sever,468,130,0,0,250.0,300.0,None,0,No
760,761,Elite Commission Axe 3,charge-blade,sever,504,140,0,1,300.0,350.0,thunder,120,Yes
761,762,Chrome Guardian 1,charge-blade,sever,576,160,0,1,300.0,350.0,thunder,150,Yes
762,763,Chrome Guardian 2,charge-blade,sever,648,180,0,2,350.0,400.0,thunder,270,Yes
763,764,Nergal Lacerator,charge-blade,sever,720,200,0,1,400.0,400.0,dragon,120,No
764,765,Devastation's Thorns,charge-blade,sever,756,210,0,1,400.0,400.0,dragon,150,No
765,766,Rathsblade 1,charge-blade,sever,432,120,10,0,250.0,300.0,fire,150,No
766,767,Rathsblade 2,charge-blade,sever,576,160,10,1,300.0,350.0,fire,180,No
767,768,Axelion Blade,charge-blade,sever,612,170,20,1,300.0,350.0,fire,210,No
768,769,Halberion Blade,charge-blade,sever,684,190,20,1,350.0,400.0,fire,240,No
769,770,Mudslide Blade 1,charge-blade,sever,396,110,0,0,200.0,250.0,water,120,No
770,771,Mudslide Blade 2,charge-blade,sever,432,120,0,0,250.0,300.0,water,150,No
771,772,Mudslide Blade 3,charge-blade,sever,504,140,0,0,250.0,300.0,water,180,No
772,773,Jyura Depth 1,charge-blade,sever,576,160,0,1,300.0,350.0,water,210,No
773,774,Jyura Depth 2,charge-blade,sever,648,180,0,1,300.0,350.0,water,240,No
774,775,Jyura Depth 3,charge-blade,sever,684,190,0,1,350.0,400.0,water,270,No
775,776,Everfrost Blade 1,charge-blade,sever,504,140,0,0,250.0,300.0,ice,150,No
776,777,Everfrost Blade 2,charge-blade,sever,540,150,0,2,300.0,350.0,ice,180,No
777,778,Gigafrost 1,charge-blade,sever,576,160,0,2,300.0,350.0,ice,210,No
778,779,Gigafrost 2,charge-blade,sever,612,170,0,2,350.0,400.0,ice,240,No
779,780,Dear Lutemis,charge-blade,sever,468,130,0,0,250.0,300.0,poison,240,No
780,781,Dear Lutemia,charge-blade,sever,540,150,0,2,300.0,350.0,poison,270,No
781,782,Dear Hecatel,charge-blade,sever,612,170,0,2,300.0,350.0,poison,300,No
782,783,Dear Hecatelia,charge-blade,sever,684,190,0,2,350.0,400.0,poison,330,No
783,784,Bone Strongarm 1,charge-blade,sever,324,90,0,0,200.0,250.0,None,0,No
784,785,Bone Strongarm 2,charge-blade,sever,360,100,0,0,200.0,250.0,None,0,No
785,786,Bone Strongarm 3,charge-blade,sever,396,110,0,0,200.0,250.0,None,0,No
786,787,Hard Bone Strongarm 1,charge-blade,sever,432,120,0,0,250.0,300.0,None,0,No
787,788,Hard Bone Strongarm 2,charge-blade,sever,504,140,0,0,250.0,300.0,None,0,No
788,789,Hard Bone Strongarm 3,charge-blade,sever,576,160,0,1,300.0,350.0,blast,180,Yes
789,790,Mighty Strongarm 1,charge-blade,sever,612,170,0,1,300.0,350.0,blast,210,Yes
790,791,Mighty Strongarm 2,charge-blade,sever,684,190,0,1,350.0,400.0,blast,240,Yes
791,792,Diablos Wall 1,charge-blade,sever,612,170,0,0,250.0,300.0,None,0,No
792,793,Diablos Wall 2,charge-blade,,684,195,-30,0,300.0,350.0,ice,90,Yes
793,794,Diablos Tyrannis 1,charge-blade,sever,756,210,0,0,300.0,350.0,ice,120,Yes
794,795,Diablos Tyrannis 2,charge-blade,sever,828,230,0,0,350.0,400.0,ice,150,Yes
795,796,Jagras Strongarm 1,charge-blade,sever,396,110,0,0,200.0,250.0,None,0,No
796,797,Jagras Strongarm 2,charge-blade,sever,432,120,0,0,250.0,300.0,None,0,No
797,798,Jagras Strongarm 3,charge-blade,sever,468,130,0,0,250.0,300.0,None,0,No
798,799,Jagras Escudo 1,charge-blade,sever,540,150,0,2,300.0,350.0,sleep,120,Yes
799,800,Jagras Escudo 2,charge-blade,sever,648,180,0,2,300.0,350.0,sleep,150,Yes
800,801,Jagras Escudo 3,switch-axe,,684,195,0,2,350.0,400.0,sleep,180,Yes
801,802,Gama Silt 1,charge-blade,sever,576,160,0,2,300.0,350.0,blast,150,No
802,803,Gama Silt 2,charge-blade,sever,612,170,0,2,350.0,400.0,blast,180,No
803,804,Girros Strongarm 1,charge-blade,sever,432,120,15,0,250.0,300.0,paralysis,180,No
804,805,Girros Strongarm 2,charge-blade,sever,468,130,15,0,250.0,300.0,paralysis,210,No
805,806,Girros Nadja 1,charge-blade,sever,504,140,20,0,300.0,350.0,paralysis,240,No
806,807,Girros Nadja 2,charge-blade,sever,540,150,20,0,300.0,350.0,paralysis,270,No
807,808,Girros Nadja 3,charge-blade,sever,576,160,20,0,350.0,400.0,paralysis,300,No
808,809,Hazak Aspida 1,charge-blade,sever,648,180,0,1,350.0,400.0,dragon,210,No
809,810,Hazak Aspida 2,charge-blade,sever,684,190,0,1,350.0,400.0,dragon,270,No
810,811,Pulsar Strongarm 1,charge-blade,sever,396,110,10,0,200.0,250.0,thunder,90,No
811,812,Pulsar Strongarm 2,charge-blade,sever,432,120,10,0,250.0,300.0,thunder,120,No
812,813,Pulsar Strongarm 3,charge-blade,sever,468,130,10,0,250.0,300.0,thunder,120,No
813,814,Kadachi Kaina 1,charge-blade,sever,504,140,15,1,300.0,350.0,thunder,150,No
814,815,Kadachi Kaina 2,charge-blade,sever,576,160,15,1,300.0,350.0,thunder,180,No
815,816,Kadachi Kaina 3,charge-blade,sever,648,180,15,1,350.0,400.0,thunder,210,No
816,817,Garon Strongarm 1,charge-blade,sever,468,130,20,0,250.0,300.0,None,0,No
817,818,Garon Strongarm 2,charge-blade,sever,504,140,20,0,300.0,350.0,fire,120,Yes
818,819,Hate's Undying Flame,charge-blade,sever,540,150,25,0,300.0,350.0,fire,150,Yes
819,820,Odium,charge-blade,sever,576,160,25,0,400.0,400.0,fire,180,Yes
820,821,Dragonbone Cutter 1,charge-blade,sever,360,100,0,0,250.0,300.0,dragon,270,No
821,822,Dragonbone Cutter 2,charge-blade,sever,396,110,0,0,250.0,300.0,dragon,300,No
822,823,Dragonbone Cutter 3,charge-blade,sever,576,160,0,2,350.0,400.0,dragon,360,No
823,824,Magda Manus,charge-blade,sever,576,160,0,0,300.0,350.0,blast,180,No
824,825,Avenging Magda Manus,charge-blade,sever,756,210,0,0,350.0,400.0,blast,210,No
825,826,Blacksteel Charger 1,charge-blade,sever,360,100,0,0,300.0,350.0,dragon,120,No
826,827,Blacksteel Charger 2,charge-blade,sever,396,110,0,0,300.0,350.0,dragon,150,No
827,828,Daora's Casca,charge-blade,sever,612,170,10,1,350.0,400.0,ice,150,No
828,829,Daora's Thwartoise,charge-blade,sever,648,180,15,2,350.0,400.0,ice,180,No
829,830,Xeno Ra'atz,charge-blade,sever,648,180,15,2,350.0,400.0,dragon,180,No
830,831,Iron Blade 1,insect-glaive,sever,248,80,0,0,200.0,250.0,None,0,No
831,832,Iron Blade 2,insect-glaive,sever,279,90,0,0,200.0,250.0,None,0,No
832,833,Iron Blade 3,insect-glaive,sever,310,100,0,0,200.0,250.0,None,0,No
833,834,Steel Blade 1,insect-glaive,sever,341,110,0,0,250.0,300.0,None,0,No
834,835,Steel Blade 2,insect-glaive,sever,403,130,0,0,250.0,300.0,None,0,No
835,836,Steel Blade 3,insect-glaive,sever,434,140,0,1,300.0,350.0,blast,210,Yes
836,837,Chrome Blade 1,insect-glaive,sever,496,160,0,1,300.0,350.0,blast,240,Yes
837,838,Chrome Blade 2,insect-glaive,sever,558,180,0,2,350.0,400.0,blast,270,Yes
838,839,Nergal Reaper,insect-glaive,sever,620,200,0,1,400.0,400.0,dragon,120,No
839,840,Catastrophe's Light,insect-glaive,sever,651,210,0,1,400.0,400.0,dragon,150,No
840,841,Flame Glaive 1,insect-glaive,sever,372,120,10,0,250.0,300.0,fire,90,No
841,842,Flame Glaive 2,insect-glaive,sever,465,150,10,1,300.0,350.0,fire,120,No
842,843,Rathmaul,insect-glaive,sever,527,170,20,1,300.0,350.0,fire,150,No
843,844,Firedance Rathmaul,insect-glaive,sever,589,190,20,1,350.0,400.0,fire,180,No
844,845,Kulu Blade 1,insect-glaive,sever,310,100,10,0,200.0,250.0,None,0,No
845,846,Kulu Blade 2,insect-glaive,sever,341,110,10,0,250.0,300.0,None,0,No
846,847,Kulu Blade 3,insect-glaive,sever,434,140,10,0,250.0,300.0,None,0,No
847,848,Ya-Ku Wrath 1,insect-glaive,sever,465,150,20,0,300.0,350.0,sleep,150,Yes
848,849,Ya-Ku Wrath 2,insect-glaive,sever,496,160,20,0,300.0,350.0,sleep,180,Yes
849,850,Ya-Ku Wrath 3,insect-glaive,sever,527,170,20,0,350.0,400.0,sleep,210,Yes
850,851,Luminous Blade 1,insect-glaive,sever,372,120,0,0,250.0,300.0,None,0,No
851,852,Luminous Blade 2,insect-glaive,sever,434,140,0,0,250.0,300.0,None,0,No
852,853,Destroyer Bo 1,insect-glaive,sever,496,160,0,1,300.0,350.0,thunder,240,Yes
853,854,Destroyer Bo 2,insect-glaive,sever,527,170,0,1,300.0,350.0,thunder,270,Yes
854,855,Destroyer Bo 3,insect-glaive,sever,558,180,0,1,350.0,400.0,thunder,300,Yes
855,856,Frost Blade 1,insect-glaive,sever,434,140,0,0,250.0,300.0,ice,150,No
856,857,Frost Blade 2,insect-glaive,sever,465,150,0,2,300.0,350.0,ice,180,No
857,858,Freeze Gale 1,insect-glaive,sever,496,160,0,2,300.0,350.0,ice,210,No
858,859,Freeze Gale 2,insect-glaive,sever,527,170,0,2,350.0,400.0,ice,240,No
859,860,Blooming Glaive 1,insect-glaive,sever,310,100,0,0,200.0,250.0,poison,240,No
860,861,Blooming Glaive 2,insect-glaive,sever,341,110,0,0,250.0,300.0,poison,270,No
861,862,Blooming Glaive 3,insect-glaive,sever,403,130,0,0,250.0,300.0,poison,300,No
862,863,Datura Blade 1,insect-glaive,sever,465,150,0,2,300.0,350.0,poison,330,No
863,864,Datura Blade 2,insect-glaive,sever,496,160,0,2,300.0,350.0,poison,360,No
864,865,Datura Blade 3,insect-glaive,sever,527,170,0,2,350.0,400.0,poison,390,No
865,866,Gama Cane 1,insect-glaive,sever,496,160,0,2,300.0,350.0,blast,120,No
866,867,Gama Cane 2,insect-glaive,sever,527,170,0,2,350.0,400.0,blast,150,No
867,868,Bone Rod 1,insect-glaive,sever,279,90,0,0,200.0,250.0,None,0,No
868,869,Bone Rod 2,insect-glaive,sever,310,100,0,0,200.0,250.0,None,0,No
869,870,Bone Rod 3,insect-glaive,sever,341,110,0,0,200.0,250.0,None,0,No
870,871,Hard Bone Rod 1,insect-glaive,sever,434,140,0,0,250.0,300.0,None,0,No
871,872,Hard Bone Rod 2,insect-glaive,sever,465,150,0,0,250.0,300.0,None,0,No
872,873,Hard Bone Rod 3,insect-glaive,sever,496,160,0,1,300.0,350.0,paralysis,180,Yes
873,874,Aerial Rod 1,insect-glaive,sever,527,170,0,1,300.0,350.0,paralysis,210,Yes
874,875,Aerial Rod 2,insect-glaive,sever,589,190,0,1,350.0,400.0,paralysis,210,Yes
875,876,Hazak Entoma 1,insect-glaive,sever,589,190,0,1,350.0,400.0,dragon,150,No
876,877,Hazak Entoma 2,insect-glaive,sever,620,200,0,1,350.0,400.0,dragon,180,No
877,878,Flammenkaefer,insect-glaive,sever,403,130,0,0,250.0,300.0,fire,210,No
878,879,Flammenkaefer+,insect-glaive,sever,558,180,0,0,300.0,350.0,fire,240,No
879,880,Gnashing Flammenkaefer,insect-glaive,sever,651,210,0,0,350.0,400.0,fire,270,No
880,881,Aqua Rod 1,insect-glaive,sever,341,110,0,0,200.0,250.0,water,60,No
881,882,Aqua Rod 2,insect-glaive,sever,372,120,0,0,250.0,300.0,water,90,No
882,883,Aqua Rod 3,insect-glaive,sever,434,140,0,0,250.0,300.0,water,120,No
883,884,Water Glaive 1,insect-glaive,sever,465,150,0,1,300.0,350.0,water,150,No
884,885,Water Glaive 2,insect-glaive,sever,527,170,0,1,300.0,350.0,water,180,No
885,886,Water Glaive 3,insect-glaive,sever,589,190,0,1,350.0,400.0,water,210,No
886,887,Diablos Rod 1,insect-glaive,sever,496,160,0,0,250.0,300.0,None,0,No
887,888,Diablos Rod 2,insect-glaive,sever,620,200,0,1,300.0,350.0,ice,120,Yes
888,889,Tyrannis Glaive 1,insect-glaive,sever,682,220,0,1,300.0,350.0,ice,150,Yes
889,890,Tyrannis Glaive 2,insect-glaive,sever,713,230,0,1,350.0,400.0,ice,180,Yes
890,891,Pulsar Rod 1,insect-glaive,sever,341,110,10,0,200.0,250.0,thunder,90,No
891,892,Pulsar Rod 2,insect-glaive,sever,372,120,10,0,250.0,300.0,thunder,120,No
892,893,Pulsar Rod 3,insect-glaive,sever,434,140,10,0,250.0,300.0,thunder,150,No
893,894,Kadachi Pillar 1,insect-glaive,sever,465,150,10,1,300.0,350.0,thunder,180,No
