id,name,image,description,type,effect,obtainedFrom
17f69bce6eel0i1zv0rrdqfs7qm8yr,Golden Rune [9],https://eldenring.fanapis.com/images/items/17f69bce6eel0i1zv0rrdqfs7qm8yr.png,Grace that dwells within the inhabitants of the Lands Between; the lingering trace of gold.,-,Use to gain many runes,
17f697039b2l0i1zv6dezjshd2x0g5,Golden Rune [10],https://eldenring.fanapis.com/images/items/17f697039b2l0i1zv6dezjshd2x0g5.png,Grace that dwells within the inhabitants of the Lands Between; the lingering trace of gold.,-,Use to gain a great many runes,
17f694e6a2fl0i1zvchdkv8cinr6cb,Golden Rune [8],https://eldenring.fanapis.com/images/items/17f694e6a2fl0i1zvchdkv8cinr6cb.png,Grace that dwells within the inhabitants of the Lands Between; the lingering trace of gold.,-,Use to gain many runes,
17f695a52adl0i1zvgus4frzy6auv,Shield Grease,https://eldenring.fanapis.com/images/items/17f695a52adl0i1zvgus4frzy6auv.png,Solidified grease made from a mixture of magically resonant materials. Craftable item.,-,Boosts guarding ability and all damage negation.,
17f6970af99l0i1zvoz3gwwbqtju1v,Soap,https://eldenring.fanapis.com/images/items/17f6970af99l0i1zvoz3gwwbqtju1v.png,A plant-based soap made from mushroom juice. Craftable item.,-,Removes filth and accumulations on the body,
17f69d59ab8l0i1zvubpwttkrksadi,Frenzyflame Stone,https://eldenring.fanapis.com/images/items/17f69d59ab8l0i1zvubpwttkrksadi.png,Ruin fragment blessed with an incantation of the Three Fingers. Craftable item.,-,Uses FP to continuously heal chaos followers,
17f69ce1a37l0i1zvzsf1tixw94s9f,Lightning Grease,https://eldenring.fanapis.com/images/items/17f69ce1a37l0i1zvzsf1tixw94s9f.png,Solidified grease made from a mixture of fulminating materials. Craftable item.,- ,"Coats armament, inflicting lightning damage",
17f69bdb926l0i1zw078oxfws6rxdx,Soporific Grease,https://eldenring.fanapis.com/images/items/17f69bdb926l0i1zw078oxfws6rxdx.png,Solidified grease made from a mixture of light-purple materials. Craftable item.,-,"Coats armament, inflicting sleep",
17f69db9b82l0i1zw39wz6zngratgd,Dappled Cured Meat,https://eldenring.fanapis.com/images/items/17f69db9b82l0i1zw39wz6zngratgd.png,"Cured strip of meat, dried out after pickling in a dappled medicinal solution. Craftable item.",-,"Temporarily boosts Immunity, Robustness, and Focus",
17f69b99714l0i1zwil9vntjqzg5br,Wraith Calling Bell,https://eldenring.fanapis.com/images/items/17f69b99714l0i1zwil9vntjqzg5br.png,Bell used by worshippers of revenants.,-,Uses FP to ring bell and calls prowling wraiths,
17f69687043l0i1zwohznakihrb9es,Holyproof Dried Liver,https://eldenring.fanapis.com/images/items/17f69687043l0i1zwohznakihrb9es.png,"Cured animal liver, dried out after pickling in a golden medicinal solution. Craftable item.",-,Temporarily boosts holy damage negation,
17f69b3ed72l0i1zwpf1dtkj8tyj8o,Remembrance Of The Starscourge,https://eldenring.fanapis.com/images/items/17f69b3ed72l0i1zwpf1dtkj8tyj8o.png,"Remembrance of Starscourge Radahn, hewn into the Erdtree.",-,Take the power of its namesake via Finger Reader,
17f69db2b94l0i1zwqrfx488ux3f6q,Dappled White Cured Meat,https://eldenring.fanapis.com/images/items/17f69db2b94l0i1zwqrfx488ux3f6q.png,"A white sliced meat, dried out after pickling in a dappled medicinal solution. Craftable item.",-,"Temporarily boosts immunity, robustness, and focus",
17f69b51449l0i1zwrsu6aji3lq2sj,Clarifying Boluses,,"Yellow boluses made of cave moss. Craftable item. Alleviates madness buildup. Madness accumulates slowly, inflicting heavy damage and reducing FP once the threshold is reached. Take one of these in timely fashion to avoid such events.",-,Alleviates madness buildup,
17f69ca9998l0i1zx2bs65c7kep4i,Crystal Dart,https://eldenring.fanapis.com/images/items/17f69ca9998l0i1zx2bs65c7kep4i.png,"Throwing knife chiseled from impure crystal. Craftable item. Consumes FP. Throw at enemies to deal magic damage. Long ago, it is said that a golem crafter employed a similar crystal tool.",Str D Dex C,Uses FP. Throw to inflict magic damage.,Str D Dex C
17f695e58dal0i1zxcrmxrz0dodtr,Drawstring Blood Grease,,???,-,"Quickly coats armament, inflicting blood loss",
17f6964ca94l0i1zxddi20asvh8byj,Drawstring Magic Grease,,"Solidified grease made from a mixture of magically resonant materials. Craftable item. A short string is attached to this lump. Quickly coats armament, inflicting magic damage, but with a brief effect, owing to its small size.",- ,"Quickly coats armament, inflicting magic damage",
17f69c39d47l0i1zxgqfco64hbk1nd,Furlcalling Finger Remedy,https://eldenring.fanapis.com/images/items/17f69c39d47l0i1zxgqfco64hbk1nd.png,"Item for online play. Craftable item. Reveals cooperative and competitive multiplayer signs. Co-op summoning signs will be shown in gold, while hostile summoning signs will be shown in red. Multiplayer begins when you summon a player from another world through their sign.",Consumable,Reveals co-op and hostile summoning signs,
17f699d546cl0i1zxh020yg1czr9us,Roped Fetid Pot,,"Craftable item prepared using a cracked pot. A cocktail of effluents is sealed inside, and a short rope that aids throwing has been secured around the pot. Throw at rearward enemies to cause buildup of deadly poison. Beware though; those who carry these pots will slowly accumulate poison in their own bodies. Push someone in a privy; expect to get dung on your hands.",-,Throw behind to cause buildup of deadly poison,
17f697a5074l0i1zxos2qrarphijg9,Roped Poison Pot,,"Craftable item prepared using a cracked pot. A cocktail of poisonous materials is sealed inside, and a short rope that aids throwing has been secured around the pot. Throw at rearward enemies to cause buildup of poison.",-,Throw behind to cause buildup of poison,
17f69aced0el0i1zy0licjui6swml,Beastlure Pot,,Craftable item prepared using a ritual pot. Enchanted with assassin incantations. Consumes FP. Throw to create a red shadow. The illusion lures in beasts into attacking it. This effect does not change even during combat.,-,Uses FP. Lures beasts only.,
17f696882a6l0i1zy2cfi5283ak1x8,Roped Oil Pot,,"Craftable item prepared using a cracked pot. A cocktail of oil-infused materials is sealed inside, and a short rope that aids throwing has been secured around the pot. Throw at rearward enemies to soak them in oil, making them heavily susceptible to fire damage.",-,Throw behind to douse enemies in oil,
17f6983cd86l0i1zy5lf9rln6u4a6,Rancor Pot,,"Craftable item prepared using a cracked pot. Enchanted by the ancient death hex. Consumes FP. Throw at enemies to spawn vengeful spirits that chase down foes. In times of old, the dead were burned with ghostflame, and from those cinders arose vengeful spirits.",-,Uses FP. Throw to summon vengeful spirits.,
17f69b1181al0i1zy6tbrd4p8felpt,Cursed-blood Pot,,"Craftable item prepared using a ritual pot. Decorated with the crest of the Lord of Blood. Throw at enemies to douse them in accursed blood, causing summoned spirits to assail them with a rabid fervor. A childhood memory of the Lord of Blood.",-,Throw to douse enemy with accursed blood.,
17f6982170dl0i1zycb6ugfxopo6ko,Freezing Pot,,"Craftable item prepared using a ritual pot. Engraved with the crest of the Carian Royals. Throw at enemies to cause buildup of frost. Originates from the cold, dark moon of Ranni, the Carian princess.",-,Throw at enemies to cause buildup of frost.,
17f697c0c48l0i1zynfj6qp34snkn,Poison Pot,,Craftable item prepared using a cracked pot. A cocktail of poisonous materials is sealed inside. Throw at enemies to cause buildup of poison.,-,Throw at enemies to cause buildup of poison.,
17f697120eel0i1zysexy9dml5aarj,Oil Pot,,"Craftable item prepared using a cracked pot. A cocktail of oil-infused materials is sealed inside. Throw at enemies to soak them in oil, making them heavily susceptible to fire damage.",-,Throw at enemies to soak them in oil.,
17f6950f5e5l0i1zyy9pleuxod1dd,Poison Spraymist,,"Forbidden art of depraved perfumers. Craftable with a perfume bottle. Uses FP to release a poison mist from user's mouth, causing a buildup of poison. Perfumed powder is held in the mouth to dissolve before being expelled. It was once a restorative art, or so it is said.",- ,Uses FP to release poison mist from the mouth.,
17f699d1da5l0i1zz0e2z7fpkkk4b,Fetid Pot,,"Craftable item prepared using a cracked pot. A cocktail of effluents is sealed inside. As the mixture ferments, toxins are produced alongside a putrid stench that seeps out once ripe. Throw at enemies to cause buildup of deadly poison. Beware though; those who carry these pots will slowly accumulate poison in their own bodies. Push someone in a privy; expect to get dung on your hands.",-,Throw at enemies to cause deadly buildup of poison.,
17f69bbb349l0i1zz39n2i94xzb0c,Giantsflame Fire Pot,,Craftable item prepared using a ritual pot. Enchanted by incantations of the Giants' Flame. Consumes FP. Throw at enemies to inflict heavy fire damage. Damage scales with faith.,Fai S,Uses FP. Throw at enemies to inflict heavy fire damage.,Fai S
17f697be6c9l0i1zz7w2cqc6netcxt,Bloodboil Aromatic,,"Forbidden art of depraved perfumers. Craftable with a perfume bottle. Uses FP to enter a temporary state of fervor, raising maximum attack power and stamina while also increasing damage received. ""Even upon the battlefield, do you fear being wounded? Take a good look. Your limbs are frozen stiff.""",-,Uses FP to enter a temporary state of fervor.,
17f695281b9l0i1zzkzgdfu3fmw0h7,Thawfrost Boluses,https://eldenring.fanapis.com/images/items/17f695281b9l0i1zzkzgdfu3fmw0h7.png,Ice-hued boluses made from cave moss. Craftable item.,-,Alleviates buildup of frost,
17f696de995l0i1zzow2rkegmvbu5s,Remembrance Of The Naturalborn,https://eldenring.fanapis.com/images/items/17f696de995l0i1zzow2rkegmvbu5s.png,"Remembrance of Astel, Naturalborn of the Void, hewn into the Erdtree.  The power of its namesake can be unlocked by the Finger Reader. Alternatively, it can be used to gain a great bounty of runes.",- ,Take the power of its namesake via Finger Reader,
17f69c57af4l0i1zzs199y8izriyrk,Remembrance Of The Regal Ancestor,https://eldenring.fanapis.com/images/items/17f69c57af4l0i1zzs199y8izriyrk.png,"Remembrance of the Regal Ancestor Spirit, hewn into the Erdtree.",-,Take the power of its namesake via Finger Reader,
17f69cdd48bl0i1zztdzohsxjyagu,Margit's Shackle,https://eldenring.fanapis.com/images/items/17f69cdd48bl0i1zztdzohsxjyagu.png,"A fetish bathed in golden magic. Shackles were used to bind the accursed people called the Omen, and these ones were made to keep a particular Omen under strictest confinement. Though faint, the shackles still retain vestiges of power — enough to trap the once-bound Margit on earth, if only for a short time.",n/a,Binds Margit and Morgott two times per battle,
17f69bb97c7l0i1zzwzgyd2w1un4it,Numen'srune,,(insert later),-,Use to gain a multitude of runes,
17f6957231fl0i200708bjcot9sgbg,Regal Omen Bairn,https://eldenring.fanapis.com/images/items/17f6957231fl0i200708bjcot9sgbg.png,Doll of a curseborn bairn from the Erdtree's royal line.  Uses FP to unleash many wraiths that chase down foes.,Int B Fai B,Uses FP to unleash many wraiths that chase that foes,
17f69d999f2l0i200anh3ptqo3sv58,Sacred Order Pot,,"Craftable item prepared using a ritual pot. Enchanted by incantations of the Golden Order. Consumes FP. Throw at enemies to inflict heavy holy damage. Highly effective against Those Who Live in Death, even preventing them from rising again. The Golden Order has no mercy for those who trespass beyond life's bounds.",Fai S,Uses FP. Throw at enemies to inflict heavy holy damage.,Fai S
17f69bd730al0i200d10c6jt6jmyjus,Rot Pot,,"Craftable item prepared using a ritual pot. Decorated with the crest of scarlet wings. Throw at enemies to cause buildup of scarlet rot.  The rot bubbles up from the Swamp of Aeonia, and eats away at life like a vicious plague.",-,Throw at enemies to cause buildup of scarlet rot.,
17f69cc7cc4l0i200eiqrrphtaqwg,Spark Aromatic,,"Art of the perfumers who fought In the Shattering. Craftable with a perfume bottle. Uses FP to broadly scatter sparks in a wide arc straight ahead. Though fire was prohibited to those who served the Erdtree, this rule was forgotten as the war drew ever on.",Str D Dex S ,Uses FP to broadly scatter sparks in a wide arc straight ahead,Str D Dex S 
17f698094a4l0i200to6xkgyxul9w5,Blasphemous Claw,https://eldenring.fanapis.com/images/items/17f698094a4l0i200to6xkgyxul9w5.png,A slab of rock engraved with traces of the Rune of Death.,-,Deflects the power of the Black Blade,
17f69b4e09el0i200tt07oxggxfz0dp,Uplifting Aromatic,,An of the perfumers who fought in the Shattering. Craftable with a perfume bottle. Uses FP to raise the attack power of the user and nearby allies while also reducing the damage from one incoming attack by half. This aromatic has an extremely potent morale-raising effect that makes those accustomed to it fearless in the face of death. It was this influence that made the perfumers exceptional commanders.,- ,Boosts ally attack power and reduces incoming damage once.,
17f69889ffcl0i200yg02e54y4cfe3i,Drawstring Holy Grease,https://eldenring.fanapis.com/images/items/17f69889ffcl0i200yg02e54y4cfe3i.png,"Solidified grease made from a mixture of holy resonant materials. Craftable item. A short string is attached to this lump. Quickly coats armament, inflicting holy damage, but with a brief effect, owing to its small size.",- ,"Quickly coats armament, inflicting holy damage",
17f69b8c28al0i2010m9r41jzo1ap,Freezing Grease,https://eldenring.fanapis.com/images/items/17f69b8c28al0i2010m9r41jzo1ap.png,Solidified grease made from a mixture of frozen materials.,-,"Coats armament, inflicting frost",
17f69df1f09l0i2012e482ufurh3wy,Golden Rune [13],https://eldenring.fanapis.com/images/items/17f69df1f09l0i2012e482ufurh3wy.png,Grace that dwells within the inhabitants of the Lands Between;,-,Use to gain a great many runes,
17f6964c944l0i201hw2l5522zote8,Hero's Rune [1],https://eldenring.fanapis.com/images/items/17f6964c944l0i201hw2l5522zote8.png,Grace that dwells within the inhabitants of the Lands Between;,-,Use to gain an abundance of runes.,
17f695791c0l0i201jpwndb2ziv7rs,Hero's Rune [5],https://eldenring.fanapis.com/images/items/17f695791c0l0i201jpwndb2ziv7rs.png,Grace that dwells within the inhabitants of the Lands Between;,-,Use to gain an abundance of runes.,
17f69cb286dl0i201ltzsa5s8tqidq,Lightningproof Dried Liver,https://eldenring.fanapis.com/images/items/17f69cb286dl0i201ltzsa5s8tqidq.png,"Cured animal liver, dried out after pickling in an yellow medicinal",- ,Temporarily boosts lightning damage negation,
17f697889a5l0i201p4fv8p1iost25,Lord's Rune,https://eldenring.fanapis.com/images/items/17f697889a5l0i201p4fv8p1iost25.png,Grace that dwells within the inhabitants of the Lands Between;,- ,Use to gain an enormous abundance of runes,
17f69aa4eebl0i201qxnapq8bgdxs,Memory Of Grace,https://eldenring.fanapis.com/images/items/17f69aa4eebl0i201qxnapq8bgdxs.png,"A phantom vision of the first grace, which once guided the Tarnished to the Lands Between. Lose all runes and return to last site of grace at which you rested. It all repeats. Be seen by the Elden Ring. Become the Elden Lord.",Reusable,"Lose all runes, return to last site of lost grace.",
17f6990e974l0i20267ju78azulcz,Mohg's Shackle,https://eldenring.fanapis.com/images/items/17f6990e974l0i20267ju78azulcz.png,A fetish bathed in golden magic.,- ,"Briefly binds Mogh, once imprisoned, to earth",
17f699a816al0i2029cqa1vgu934qm,Omen Bairn,https://eldenring.fanapis.com/images/items/17f699a816al0i2029cqa1vgu934qm.png,Doll of a curseborn bairn.,- ,Uses FP to unleash wraiths that chase down foes,
17f6995d3d0l0i202bb7hvshtg9usl,Remembrance Of Hoarah Loux,https://eldenring.fanapis.com/images/items/17f6995d3d0l0i202bb7hvshtg9usl.png,,- ,Take the power of its namesake via Finger Reader,
17f6979a73cl0i202d198w2z4k0iug,Remembrance Of The Black Blade,https://eldenring.fanapis.com/images/items/17f6979a73cl0i202d198w2z4k0iug.png,"Remembrance of Maliketh, the Black Blade, hewn into the",- ,Take the power of its namesake via Finger Reader,
17f6982c67cl0i202fvde54suq2f7,Remembrance Of The Blasphemous,https://eldenring.fanapis.com/images/items/17f6982c67cl0i202fvde54suq2f7.png,"Remembrance of the warrior I-Ioarah Loux, hewn into the",- ,Take the power of its namesake via Finger Reader,
17f69b51e87l0i202t1add41xwy9y7,Remembrance Of The Fire Giant,https://eldenring.fanapis.com/images/items/17f69b51e87l0i202t1add41xwy9y7.png,"Remembrance of Fire Giant, hewn into the Erdtree.",- ,Take the power of its namesake via Finger Reader,
17f69c3de02l0i202x8dtlt8lut0ub,Drawstring Rot Grease,,"Solidified grease made from a mixture of rotten materials. Craftable item. A short string is attached to this lump. Quickly coats armament, inflicting scarlet rot, but with a brief effect, owing to its small size.",-  ,"Quickly coats armament, inflicting scarlet rot, but with a brief effect, owing to its small size.",
17f69ca14d8l0i202ziztkj1sjb9sa,Golden Rune (11),https://eldenring.fanapis.com/images/items/17f69ca14d8l0i202ziztkj1sjb9sa.png,???,-,Use to gain many runes,
17f697d3b4dl0i2037x501vy93x619,Remembrance Of The Omen King,https://eldenring.fanapis.com/images/items/17f697d3b4dl0i2037x501vy93x619.png,"Remembrance of Morgott, the Omen King, hewn into the Erdtree. The power of its namesake can be unlocked by the Finger Reader. Alternatively, it can be used to gain a great bounty of runes. Though born one of the graceless Omen, Morgott took it upon himself to become the Erdtree's protector. He loved not in return, for he was never loved, but nevertheless, love it he did.",-,Take the power of its namesake via Finger Reader,
17f698f3aadl0i2038pwv566m3ddrj,Remembrance Of The Black Blade,https://eldenring.fanapis.com/images/items/17f698f3aadl0i2038pwv566m3ddrj.png,"Remembrance of Maliketh, the Black Blade, hewn into the Erdtree. The power of its namesake can be unlocked by the Finger Reader. Alternatively, it can be used to gain a great bounty of runes. Maliketh was a shadowbound beast given to his Empyrean. Marika's sole need of her shadow was a vessel to lock away Destined Death. Even then, she betrayed him.",-,Take the power of its namesake Via Finger Reader,
17f69c5468fl0i203fvz09odp0k4pq,Remembrance Of The Dragonlord,https://eldenring.fanapis.com/images/items/17f69c5468fl0i203fvz09odp0k4pq.png,"Remembrance of Dragonlord Placidusax, hewn into the Erdtree.",- ,Take the power of its namesake via Finger Reader,
17f6968b770l0i203kwq77zbsiq5om,Remembrance Of The Lichdragon,https://eldenring.fanapis.com/images/items/17f6968b770l0i203kwq77zbsiq5om.png,"Remembrance of Lichdragon Fortissax, hewn into the Erdtree.",- ,Take the power of its namesake via Finger Reader,
17f69aed689l0i203q40vkjazumcks,Elden Remembrance,https://eldenring.fanapis.com/images/items/17f69aed689l0i203q40vkjazumcks.png,"Remembrance of the Elden Beast, hewn into the Erdtree.",- ,Take the power of its namesake via Finger Reader,
17f69881ac4l0i203w68wewtomkibu,Remembrance Of The Rot Goddess,https://eldenring.fanapis.com/images/items/17f69881ac4l0i203w68wewtomkibu.png,"Remembrance of Malenia, Goddess of Rot, hewn into the Erdtree.",- ,Take the power of its namesake via Finger Reader,
17f6997dbc1l0i203xgtsq0upd72xl,Radiant Baldachin's Blessing,,Protection of a hidden temple in the guise of a bedchamber. This blessing is of the utmost rarity. Uses FP to temporarily raise poise. The effect lasts longer than a mere favor. It's said a deathbed companion will only produce a blessing of this kind for a champion but once in her entire life. The sole blessing which she imbues of her own volition.,-,Uses FP to temporarily raise poise,
17f697d40afl0i2041cta4gx4stl1,Crafting Kit,https://eldenring.fanapis.com/images/items/17f697d40afl0i2041cta4gx4stl1.png,"Leather bag containing a pestle and mortar, small blade, and various other tools. Enables item crafting from the main menu. Provides both means to fight and means to survive.",Key Item,Enables the practice of item Crafting,
17f69ab94aal0i2045kje2bq3ipfkj,Telescope,https://eldenring.fanapis.com/images/items/17f69ab94aal0i2045kje2bq3ipfkj.png,"Astrology tool used by members of the Carian royal family. Part of a larger instrument, removed and stolen away. Allows the viewer to better see faraway things. During the age of the Erdtree, Carian astrology withered on the vine. The fate once writ in the night skies had been fettered by the Golden Order.",Key Item,Allows viewer to see faraway things,
17f69e5500bl0i204is3030yvaae9v,Torch,https://eldenring.fanapis.com/images/items/17f69e5500bl0i204is3030yvaae9v.png,"This torch's tip is wrapped in oil-soaked rags and set on fire. The flame can illuminate dark locales, or used to attack enemies. Can be raised up when equipped in the left hand, illuminating more of the surrounding area.",Guard Phy 21 Mag 15 Fire 25 Ligt 15 Holy 15 Boost 19,Phy 54 Mag 0 Fire 97 Ligt 0 Holy 0 Crit 100,Phy 21 Mag 15 Fire 25 Ligt 15 Holy 15 Boost 19
17f696a91e6l0i204lxs4hae8avy0g,Lantern,https://eldenring.fanapis.com/images/items/17f696a91e6l0i204lxs4hae8avy0g.png,"A small waist-worn lantern that illuminates surroundings. Use once to turn on, and again to turn off. While its light is dimmer than that of a torch, it has the advantage of freeing up the user's hands.",Key Item,Attach to waist to illuminate surroundings,
17f69d76eb3l0i204oq09gkwaowmf68,Spectral Steed Whistle,https://eldenring.fanapis.com/images/items/17f69d76eb3l0i204oq09gkwaowmf68.png,"A delicate goldwork ring. Can be used as a finger whistle. Sound the whistle to summon and ride spectral steed. (Dismounts steed when used while on horseback.) Upon death, the spectral steed can be summoned again, but doing so consumes the Flask of Crimson Tears.",Key Item,Summon and ride spectral steed Torrent.,
17f69991a5al0i204r59tm4exdtnr,Spirit Calling Bell,https://eldenring.fanapis.com/images/items/17f69991a5al0i204r59tm4exdtnr.png,A bell capable of summoning various spirits from ashen remains. It usually requires FP to use.,Key Item,Bell that summons various spirits from ashen items,
17f69c0fff6l0i204tptw18qdioh,Spirit Calling Bell,https://eldenring.fanapis.com/images/items/17f69c0fff6l0i204tptw18qdioh.png,A bell capable of summoning various spirits from ashen remains. It usually requires FP to use.,Key Item,Bell that summons various spirits from ashen items,
17f69bd62d1l0i2055wu9b0k4ddvh,Tailoring Tools,https://eldenring.fanapis.com/images/items/17f69bd62d1l0i2055wu9b0k4ddvh.png,A portable set of tailoring tools.,Key Item,Enables armor adjustment at sites of grace,
17f69a35611l0i20597yedxrkvphsh,Sewing Needle,https://eldenring.fanapis.com/images/items/17f69a35611l0i20597yedxrkvphsh.png,"A large sewing needle, curved like a fang. Boc the demi-human's prized possession.",Key Item,Boc the demi-human's prized sewing needle,
17f69d455c5l0i205a3k0wzn2ypqle,Tailoring Tools,https://eldenring.fanapis.com/images/items/17f69d455c5l0i205a3k0wzn2ypqle.png,A portable set of tailoring tools.,Key Item,Enables armor adjustment at sites of grace,
17f69c02f20l0i205dxwda6n4zguv,Golden Tailoring Tools,https://eldenring.fanapis.com/images/items/17f69c02f20l0i205dxwda6n4zguv.png,Tailoring tools made from gold.,Key Item,Allows demigod garb alteration at sites of grace,
17f69a57e1al0i205nrq7r7ejujwwf,Gold Sewing Needle,https://eldenring.fanapis.com/images/items/17f69a57e1al0i205nrq7r7ejujwwf.png,Sewing needle made of gold.,Key Item,Special sewing needle for demigod attire,
17f69799c84l0i205u6lcu7cimt6go,Unalloyed Gold Needle,https://eldenring.fanapis.com/images/items/17f69799c84l0i205u6lcu7cimt6go.png,"An intricately crafted needle of unalloyed gold, snapped in half.",Key Item,Snapped intricate needle of unalloyed gold,
17f697d6e2fl0i205z4701bi2d4i8o,Memory Stone,https://eldenring.fanapis.com/images/items/17f697d6e2fl0i205z4701bi2d4i8o.png,"A black, lightly beguiling stone.",Key Item,Increases memory slots,
17f69c3d8d6l0i20606xv4qubbfu7p,Memory Stone,https://eldenring.fanapis.com/images/items/17f69c3d8d6l0i20606xv4qubbfu7p.png,"A black, lightly beguiling stone.",Key Item,Increases memory slots,
17f69b3daf5l0i2065ib5jg6rmi10i,Talisman Pouch,https://eldenring.fanapis.com/images/items/17f69b3daf5l0i2065ib5jg6rmi10i.png,"Small, withered bag, knitted by hand. Bestowed upon the ruling lord, or those atempting to become lord, by the elderly Finger Reader.",Key Item,Increases Talisman equip slots.,
17f69b93f33l0i206bj18mqb1lqzvbh,Stonesword Key,https://eldenring.fanapis.com/images/items/17f69b93f33l0i206bj18mqb1lqzvbh.png,A sword-shaped stone key.,Key Item,Use to break one imp statue seal,
17f6979cd85l0i206pxht9kpknud0h,Academy Glintstone Key,https://eldenring.fanapis.com/images/items/17f6979cd85l0i206pxht9kpknud0h.png,Key to the seals binding both gates to the Academy of Raya Lucaria.,Key Item,Key to open the academy's two sealed gates,
17f69a99affl0i206qzglzvffjj70w,Sewer-gaol Key,https://eldenring.fanapis.com/images/items/17f69a99affl0i206qzglzvffjj70w.png,Filthy key received from the Dung Eater.,Key Item,Unlocks sewer-gaol door beneath Leyndell,
17f69862ba2l0i206t8hr6feig9ai,Rusty Key,https://eldenring.fanapis.com/images/items/17f69862ba2l0i206t8hr6feig9ai.png,Rusted iron key.,Key Item,Opens a locked door in Stormveil Castle,
17f69c62b71l0i206vv9tbzikgtxl,Imbued Sword Key,https://eldenring.fanapis.com/images/items/17f69c62b71l0i206vv9tbzikgtxl.png,"Stone key shaped like a sword. A special item, imbued with rich blue magic.",Key Item,"Unseals sending gate, but disappears upon use",
17f69d12884l0i206zpa4yilhgxhcb,Drawing-room Key,https://eldenring.fanapis.com/images/items/17f69d12884l0i206zpa4yilhgxhcb.png,Key to Volcano Manor's drawing room.,Key Item,Key to the Volcano Manor drawing room,
17f699245f7l0i207cf3uiypio9die,Hosts' Trick-mirror,https://eldenring.fanapis.com/images/items/17f699245f7l0i207cf3uiypio9die.png,"A small, clouded mirror that reflects a flesh-and-blood figure.",Key Item,Take on appearance of a cooperator,
17f69b4f8del0i207kzy9ssb5jzjmk,Mimic's Veil,https://eldenring.fanapis.com/images/items/17f69b4f8del0i207kzy9ssb5jzjmk.png,Golden veil of intricate design.,-,Uses FP to mimic nearby objects.,
17f69707f53l0i207oh8lu8mjrhphg,Irina's Letter,https://eldenring.fanapis.com/images/items/17f69707f53l0i207oh8lu8mjrhphg.png,"Letter given by Irina, addressed to her father, the commander of Castle Morne. Gorgeous silken handkerchief, lightly stained with blood. Words can be made out within",Key Item,Letter addressed to the commander of Castle Morne,
17f696d60ffl0i207s3ni82cdzpgc9,Discarded Palace Key,https://eldenring.fanapis.com/images/items/17f696d60ffl0i207s3ni82cdzpgc9.png,A key discarded by Lunar Princess Ranni alongside her very flesh. Opens a treasure chest passed down to Carian Princesses. It is said to be found in the Grand Library of Raya Lucaria with her mother Rennala.,Key Item,Key to treasure chest for Carian Princesses,
17f69a7f529l0i207u8n67m2onfkvg,Furled Finger's Trick-mirror,https://eldenring.fanapis.com/images/items/17f69a7f529l0i207u8n67m2onfkvg.png,"A small, clouded mirror that reflects a flesh-and-blood figure.",0.7,Take on appearance of a Host of Fingers,
17f69d4793al0i20803285w1d3ou7g,Irina's Letter,https://eldenring.fanapis.com/images/items/17f69d4793al0i20803285w1d3ou7g.png,"Letter given by Irina, addressed to her father, the commander of Castle Morne. Gorgeous silken handkerchief, lightly stained with blood. Words can be made out within",Key Item,Letter addressed to the commander of Castle Morne,
17f69afd15fl0i208acg0jckcmfrp4,Chrysalids' Memento,https://eldenring.fanapis.com/images/items/17f69afd15fl0i208acg0jckcmfrp4.png,Memento left by the chrysalids sacrificed for grafting. A brooch wrapped in red velvet. Traces of blood are visible.,Key Item,Broach wrapped in red velvet,
17f69a609b5l0i208e7iwd8rqbtcbm,Chrysalids' Memento,https://eldenring.fanapis.com/images/items/17f69a609b5l0i208e7iwd8rqbtcbm.png,Memento left by the chrysalids sacrificed for grafting. A brooch wrapped in red velvet. Traces of blood are visible.,Key Item,Broach wrapped in red velvet,
17f69c98ba8l0i208j7gybwirorhvk,Beast Eye,https://eldenring.fanapis.com/images/items/17f69c98ba8l0i208j7gybwirorhvk.png,"Claw-marked stone eye received from Gurranq, Beast Clergyman.",Key Item,Said to tremble when close to Deathroot,
17f698fde01l0i208oj9xgaolt458e,Deathroot,https://eldenring.fanapis.com/images/items/17f698fde01l0i208oj9xgaolt458e.png,A source that gives rise to Those Who Live in Death.,Key Item,Beast Clergyman seeks and devours these,
17f69b4efcfl0i208rome3b7ahkojo,Shabriri Grape,https://eldenring.fanapis.com/images/items/17f69b4efcfl0i208rome3b7ahkojo.png,"A yellowing, oozing eyeball of the infirm. The surface is shriveled, and the inside is squishy, not unlike a large, overly-ripe grape.",Key Item,"Yellow, oozing eyeball of the infirm",
17f69a32e39l0i2092ydbzq5izu5c8,Celestial Dew,https://eldenring.fanapis.com/images/items/17f69a32e39l0i2092ydbzq5izu5c8.png,A hidden Tear found in the Eternal City. Also known as a Night Tear.,-,Carry out Absolution at the Church of Vows,
17f695a2eeal0i209a1og68zgohdyd,Seedbed Curse,https://eldenring.fanapis.com/images/items/17f695a2eeal0i209a1og68zgohdyd.png,Curse grown on a corpse killed and defiled by the Dung Eater. A tender pox afflicted with omen horns.,Key Item,Curse grown on a body defiled by a Dung Eater,
17f69826b90l0i209g5sv9021cx8ik,Black Knifeprint,https://eldenring.fanapis.com/images/items/17f69826b90l0i209g5sv9021cx8ik.png,"On the Night of the Black Knives, someone stole a fragment of Death from Maliketh, the Black Blade, and imbued its power into the assassins' daggers.",Key Item,Mark of the Night of the Black Knives ritual,
